id,Name,Type,Port?,year,year_added,unc_year,DECADE,NHGISNAM,NHGISST,NHGISCTY,ICPSRST,ICPSRCTY,ICPSRNAM,STATENAM,ICPSRSTI,ICPSRCTYI,ICPSRFIP,GISJOIN,GISJOIN2,STATE,COUNTY,PID,X_CENTROID,Y_CENTROID
,Abeville,,"0","1796","1794",,"1800",Abbeville,"450","0010","48","10",ABBEVILLE,South Carolina,"48","10",45001.00000000000,G4500010,"4500010","450","0010",402.00000000000,1242307.21436999994,-283841.66299099999
,Vienna,,"0","1804","2000","1804","1800",Abbeville,"450","0010","48","10",ABBEVILLE,South Carolina,"48","10",45001.00000000000,G4500010,"4500010","450","0010",402.00000000000,1242307.21436999994,-283841.66299099999
,Pinckneyville,,"0","1804","1806","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Fort Adams,,"0","1804","2000","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Natchez,,"0","1804","2000","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Post Office,,"0","1804","2000","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Post OFfice,,"0","1804","2000","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Post Office,,"0","1804","2000","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Post Office,,"0","1804","1803",,"1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Woodville,,"0","1804","2000","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Liberty,,"0","1804","2000","1804","1800",Adams,"285","0015",,,,Mississippi Territory,"0","0",0.00000000000,G2850015,"2850015","285","0015",234.00000000000,462635.69674699998,-680682.52014399995
,Portsmouth,,"0","1804","1805","1804","1800",Adams,"385","0015","24","10",ADAMS,Northwest Territory,"24","10",39001.00000000000,G3850015,"3850015","385","0015",362.00000000000,1099956.72488000011,224242.29802200000
,Manchester,,"0","1804","1800",,"1800",Adams,"385","0015","24","10",ADAMS,Northwest Territory,"24","10",39001.00000000000,G3850015,"3850015","385","0015",362.00000000000,1099956.72488000011,224242.29802200000
,West Union,,"0","1804","1805","1804","1800",Adams,"385","0015","24","10",ADAMS,Northwest Territory,"24","10",39001.00000000000,G3850015,"3850015","385","0015",362.00000000000,1099956.72488000011,224242.29802200000
,Post Office,,"0","1804","2000","1804","1800",Adams,"385","0015","24","10",ADAMS,Northwest Territory,"24","10",39001.00000000000,G3850015,"3850015","385","0015",362.00000000000,1099956.72488000011,224242.29802200000
,Abbotstown,,"0","1796","1796",,"1800",Adams,"420","0010","14","10",ADAMS,Pennsylvania,"14","10",42001.00000000000,G4200010,"4200010","420","0010",368.00000000000,1581886.97714000009,422619.38992699998
,Gettysburg,,"0","1796","1796",,"1800",Adams,"420","0010","14","10",ADAMS,Pennsylvania,"14","10",42001.00000000000,G4200010,"4200010","420","0010",368.00000000000,1581886.97714000009,422619.38992699998
,Petersburg,,"0","1796","1795",,"1800",Adams,"420","0010","14","10",ADAMS,Pennsylvania,"14","10",42001.00000000000,G4200010,"4200010","420","0010",368.00000000000,1581886.97714000009,422619.38992699998
,Berlin,,"0","1804","1803",,"1800",Adams,"420","0010","14","10",ADAMS,Pennsylvania,"14","10",42001.00000000000,G4200010,"4200010","420","0010",368.00000000000,1581886.97714000009,422619.38992699998
,Leicester,,"0","1796","1801",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Salisbury,,"0","1796","1801",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Middlebury,,"0","1796","1793",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Vergennes,,"0","1796","1793",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Harrisburg,,"0","1796","2000","1796","1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Bristol,,"0","1804","1804",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Starksboro,,"0","1804","2000","1804","1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Monkton,,"0","1804","1802",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,New Haven,,"0","1804","1802",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Shoreham,,"0","1804","1805","1804","1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Addison,,"0","1804","1798",,"1800",Addison,"500","0010","6","10",ADDISON,Vermont,"6","10",50001.00000000000,G5000010,"5000010","500","0010",115.00000000000,1809683.98766999994,952146.46531600005
,Albany,,"0","1796","2000","1796","1800",Albany,"360","0010","13","10",ALBANY,New York,"13","10",36001.00000000000,G3600010,"3600010","360","0010",224.00000000000,1776948.01411000011,784734.98361300002
,Troy,,"0","1796","1795",,"1800",Albany,"360","0010","13","10",ALBANY,New York,"13","10",36001.00000000000,G3600010,"3600010","360","0010",224.00000000000,1776948.01411000011,784734.98361300002
,Schenectady,,"0","1796","1793",,"1800",Albany,"360","0010","13","10",ALBANY,New York,"13","10",36001.00000000000,G3600010,"3600010","360","0010",224.00000000000,1776948.01411000011,784734.98361300002
,Duansburg,,"0","1804","1801",,"1800",Albany,"360","0010","13","10",ALBANY,New York,"13","10",36001.00000000000,G3600010,"3600010","360","0010",224.00000000000,1776948.01411000011,784734.98361300002
,Charlottesville,,"0","1796","2000","1796","1800",Albemarle,"510","0030","40","30",ALBEMARLE,Virginia,"40","30",51003.00000000000,G5100030,"5100030","510","0030",125.00000000000,1508360.36251999997,197440.28782100001
,Charlottesville,,"0","1796","1798",,"1800",Albemarle,"510","0030","40","30",ALBEMARLE,Virginia,"40","30",51003.00000000000,G5100030,"5100030","510","0030",125.00000000000,1508360.36251999997,197440.28782100001
,Post Office,,"0","1804","2000","1804","1800",Albemarle,"510","0030","40","30",ALBEMARLE,Virginia,"40","30",51003.00000000000,G5100030,"5100030","510","0030",125.00000000000,1508360.36251999997,197440.28782100001
,Warren,,"0","1804","1796",,"1800",Albemarle,"510","0030","40","30",ALBEMARLE,Virginia,"40","30",51003.00000000000,G5100030,"5100030","510","0030",125.00000000000,1508360.36251999997,197440.28782100001
,Cumberland,,"0","1796","1795",,"1800",Allegany,"240","0010","52","10",ALLEGANY,Maryland,"52","10",24001.00000000000,G2400010,"2400010","240","0010",68.00000000000,1435679.80667000008,359914.20360499999
,Oldtown,,"0","1796","1795",,"1800",Allegany,"240","0010","52","10",ALLEGANY,Maryland,"52","10",24001.00000000000,G2400010,"2400010","240","0010",68.00000000000,1435679.80667000008,359914.20360499999
,Westernport,,"0","1804","1801",,"1800",Allegany,"240","0010","52","10",ALLEGANY,Maryland,"52","10",24001.00000000000,G2400010,"2400010","240","0010",68.00000000000,1435679.80667000008,359914.20360499999
,Cresaptown,,"0","1804","2000","1804","1800",Allegany,"240","0010","52","10",ALLEGANY,Maryland,"52","10",24001.00000000000,G2400010,"2400010","240","0010",68.00000000000,1435679.80667000008,359914.20360499999
,Post Office,,"0","1804","2000","1804","1800",Allegany,"240","0010","52","10",ALLEGANY,Maryland,"52","10",24001.00000000000,G2400010,"2400010","240","0010",68.00000000000,1435679.80667000008,359914.20360499999
,Pittsburg,,"0","1796","1789",,"1800",Allegheny,"420","0030","14","30",ALLEGHENY,Pennsylvania,"14","30",42003.00000000000,G4200030,"4200030","420","0030",369.00000000000,1340333.81880000001,445935.64767999999
,Madison,,"0","1796","2000","1796","1800",Amherst,"510","0090","40","90",AMHERST,Virginia,"40","90",51009.00000000000,G5100090,"5100090","510","0090",127.00000000000,1475447.95316000003,154119.46152700001
,Amherst,,"0","1796","1803",,"1800",Amherst,"510","0090","40","90",AMHERST,Virginia,"40","90",51009.00000000000,G5100090,"5100090","510","0090",127.00000000000,1475447.95316000003,154119.46152700001
,Cabellsburg,,"0","1796","1803",,"1800",Amherst,"510","0090","40","90",AMHERST,Virginia,"40","90",51009.00000000000,G5100090,"5100090","510","0090",127.00000000000,1475447.95316000003,154119.46152700001
,Warminster,,"0","1804","2000","1804","1800",Amherst,"510","0090","40","90",AMHERST,Virginia,"40","90",51009.00000000000,G5100090,"5100090","510","0090",127.00000000000,1475447.95316000003,154119.46152700001
,Post Office,,"0","1804","2000","1804","1800",Amherst,"510","0090","40","90",AMHERST,Virginia,"40","90",51009.00000000000,G5100090,"5100090","510","0090",127.00000000000,1475447.95316000003,154119.46152700001
,Post OFfice,,"0","1804","2000","1804","1800",Amherst,"510","0090","40","90",AMHERST,Virginia,"40","90",51009.00000000000,G5100090,"5100090","510","0090",127.00000000000,1475447.95316000003,154119.46152700001
,Wadesboro,,"0","1804","1797",,"1800",Anson,"370","0070","47","70",ANSON,North Carolina,"47","70",37007.00000000000,G3700070,"3700070","370","0070",77.00000000000,1423262.38061999995,-163331.25097900000
,Staunton,,"0","1796","2000","1796","1800",Augusta,"510","0150","40","150",AUGUSTA,Virginia,"40","150",51015.00000000000,G5100150,"5100150","510","0150",128.00000000000,1456558.90471999999,203920.66999500000
,Waynesboro,,"0","1804","2000","1804","1800",Augusta,"510","0150","40","150",AUGUSTA,Virginia,"40","150",51015.00000000000,G5100150,"5100150","510","0150",128.00000000000,1456558.90471999999,203920.66999500000
,Reisterstown,,"0","1804","1802",,"1800",Baltimore,"240","0050","52","50",BALTIMORE,Maryland,"52","50",24005.00000000000,G2400050,"2400050","240","0050",70.00000000000,1632826.12556999992,386325.26629599999
,Manchester,,"0","1804","2000","1804","1800",Baltimore,"240","0050","52","50",BALTIMORE,Maryland,"52","50",24005.00000000000,G2400050,"2400050","240","0050",70.00000000000,1632826.12556999992,386325.26629599999
"1789",Baltimore,,"1","1796","1789",,"1800",Baltimore City,"240","5100","52","5100",BALTIMORE CITY,Maryland,"52","5100",24510.00000000000,G2405100,"2405100","240","5100",324.00000000000,1645559.14268000005,369551.33351000003
,Falmouth,,"1","1796","1795",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Sandwich,,"0","1796","1793",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Barnstable,,"0","1796","1792",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Yarmouth,,"0","1796","1795",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Chatham,,"0","1804","1793",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Eastham,,"0","1804","1797",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Wellfleet,,"1","1804","1797",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Truro,,"0","1804","1797",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Provincetown,,"1","1804","1800",,"1800",Barnstable,"250","0010","3","10",BARNSTABLE,Massachusetts,"3","10",25001.00000000000,G2500010,"2500010","250","0010",191.00000000000,2096905.99989000009,758789.90403900004
,Glasgow,,"0","1804","1803",,"1800",Barren,"210","0090","51","90",BARREN,Kentucky,"51","90",21009.00000000000,G2100090,"2100090","210","0090",32.00000000000,894129.41352800000,-15237.29389850000
,Post Office,,"0","1804","2000","1804","1800",Barren,"210","0090","51","90",BARREN,Kentucky,"51","90",21009.00000000000,G2100090,"2100090","210","0090",32.00000000000,894129.41352800000,-15237.29389850000
,Hot Springs,,"0","1796","2000","1796","1800",Bath,"510","0170","40","170",BATH,Virginia,"40","170",51017.00000000000,G5100170,"5100170","510","0170",129.00000000000,1397738.40605000011,192015.65299500001
,Bath,,"0","1804","1794",,"1800",Bath,"510","0170","40","170",BATH,Virginia,"40","170",51017.00000000000,G5100170,"5100170","510","0170",129.00000000000,1397738.40605000011,192015.65299500001
,Washington,,"1","1796","1788","1796","1800",Beaufort,"370","0130","47","130",BEAUFORT,North Carolina,"47","130",37013.00000000000,G3700130,"3700130","370","0130",79.00000000000,1709139.22678999999,-57519.65888260000
,Beaufort,,"1","1796","1794",,"1800",Beaufort,"450","0130","48","130",BEAUFORT,South Carolina,"48","130",45013.00000000000,G4500130,"4500130","450","0130",404.00000000000,1396838.97873999993,-444421.34662700002
,Coosawatchy,,"0","1796","1792",,"1800",Beaufort,"450","0130","48","130",BEAUFORT,South Carolina,"48","130",45013.00000000000,G4500130,"4500130","450","0130",404.00000000000,1396838.97873999993,-444421.34662700002
,Union,,"0","1796","2000","1796","1800",Beaufort,"450","0130","48","130",BEAUFORT,South Carolina,"48","130",45013.00000000000,G4500130,"4500130","450","0130",404.00000000000,1396838.97873999993,-444421.34662700002
,Purisburg,,"0","1796","2000","1796","1800",Beaufort,"450","0130","48","130",BEAUFORT,South Carolina,"48","130",45013.00000000000,G4500130,"4500130","450","0130",404.00000000000,1396838.97873999993,-444421.34662700002
,Gardens Corner,,"0","1796","1801",,"1800",Beaufort,"450","0130","48","130",BEAUFORT,South Carolina,"48","130",45013.00000000000,G4500130,"4500130","450","0130",404.00000000000,1396838.97873999993,-444421.34662700002
,Beaver,,"0","1804","1801",,"1800",Beaver,"420","0070","14","70",BEAVER,Pennsylvania,"14","70",42007.00000000000,G4200070,"4200070","420","0070",371.00000000000,1304769.01111999992,472421.83782700001
,Legionville,,"0","1804","1801",,"1800",Beaver,"420","0070","14","70",BEAVER,Pennsylvania,"14","70",42007.00000000000,G4200070,"4200070","420","0070",371.00000000000,1304769.01111999992,472421.83782700001
,Bedford,,"0","1796","2000","1796","1800",Bedford,"420","0090","14","90",BEDFORD,Pennsylvania,"14","90",42009.00000000000,G4200090,"4200090","420","0090",372.00000000000,1482152.73875000002,418908.26170700003
,Mcconnelstown,,"0","1804","2000","1804","1800",Bedford,"420","0090","14","90",BEDFORD,Pennsylvania,"14","90",42009.00000000000,G4200090,"4200090","420","0090",372.00000000000,1482152.73875000002,418908.26170700003
,Liberty,,"0","1796","1794",,"1800",Bedford,"510","0190","40","190",BEDFORD,Virginia,"40","190",51019.00000000000,G5100190,"5100190","510","0190",130.00000000000,1439467.60199000011,104578.04981300001
"1789",Bennington,,"0","1796","1789",,"1800",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",50003.00000000000,G5000030,"5000030","500","0030",116.00000000000,1838654.65500000003,842528.44190400001
,Shaftsbury,,"0","1796","1804",,"1800",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",50003.00000000000,G5000030,"5000030","500","0030",116.00000000000,1838654.65500000003,842528.44190400001
,Sunderland,,"0","1796","2000","1796","1800",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",50003.00000000000,G5000030,"5000030","500","0030",116.00000000000,1838654.65500000003,842528.44190400001
,Manchester,,"0","1796","1793",,"1800",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",50003.00000000000,G5000030,"5000030","500","0030",116.00000000000,1838654.65500000003,842528.44190400001
,Dorset,,"0","1796","2000","1796","1800",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",50003.00000000000,G5000030,"5000030","500","0030",116.00000000000,1838654.65500000003,842528.44190400001
,Woodford,,"0","1804","2000","1804","1800",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",50003.00000000000,G5000030,"5000030","500","0030",116.00000000000,1838654.65500000003,842528.44190400001
,Pownal,,"0","1804","2000","1804","1800",Bennington,"500","0030","6","30",BENNINGTON,Vermont,"6","30",50003.00000000000,G5000030,"5000030","500","0030",116.00000000000,1838654.65500000003,842528.44190400001
,Paramus,,"0","1804","1797",,"1800",Bergen,"340","0030","12","30",BERGEN,New Jersey,"12","30",34003.00000000000,G3400030,"3400030","340","0030",212.00000000000,1806393.60358999996,597729.24695499998
,Hackensack,,"0","1804","1797",,"1800",Bergen,"340","0030","12","30",BERGEN,New Jersey,"12","30",34003.00000000000,G3400030,"3400030","340","0030",212.00000000000,1806393.60358999996,597729.24695499998
,Bergen,,"0","1804","1775","1804","1800",Bergen,"340","0030","12","30",BERGEN,New Jersey,"12","30",34003.00000000000,G3400030,"3400030","340","0030",212.00000000000,1806393.60358999996,597729.24695499998
,Sharpsburg,,"0","1796","1800",,"1800",Berkeley,"510","0195","40","195",BERKELEY,Virginia,"40","195",54003.00000000000,G5100195,"5100195","510","0195",131.00000000000,1524394.57199000008,361934.69800700003
,Shepherdstown,,"0","1796","1799",,"1800",Berkeley,"510","0195","40","195",BERKELEY,Virginia,"40","195",54003.00000000000,G5100195,"5100195","510","0195",131.00000000000,1524394.57199000008,361934.69800700003
,Martinburg,,"0","1796","1792",,"1800",Berkeley,"510","0195","40","195",BERKELEY,Virginia,"40","195",54003.00000000000,G5100195,"5100195","510","0195",131.00000000000,1524394.57199000008,361934.69800700003
,Shephards Town,,"0","1804","1792",,"1800",Berkeley,"510","0195","40","195",BERKELEY,Virginia,"40","195",54003.00000000000,G5100195,"5100195","510","0195",131.00000000000,1524394.57199000008,361934.69800700003
"1789",Reading,,"0","1796","1789",,"1800",Berks,"420","0110","14","110",BERKS,Pennsylvania,"14","110",42011.00000000000,G4200110,"4200110","420","0110",329.00000000000,1662340.90775000001,512750.17101799999
,Womelsdorf,,"0","1796","2000","1796","1800",Berks,"420","0110","14","110",BERKS,Pennsylvania,"14","110",42011.00000000000,G4200110,"4200110","420","0110",329.00000000000,1662340.90775000001,512750.17101799999
,Hamburg,,"0","1804","1798",,"1800",Berks,"420","0110","14","110",BERKS,Pennsylvania,"14","110",42011.00000000000,G4200110,"4200110","420","0110",329.00000000000,1662340.90775000001,512750.17101799999
,Morgantown,,"0","1804","1806","1804","1800",Berks,"420","0110","14","110",BERKS,Pennsylvania,"14","110",42011.00000000000,G4200110,"4200110","420","0110",329.00000000000,1662340.90775000001,512750.17101799999
,Pittsfield,,"0","1796","1794",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Stockbridge,,"0","1796","1792",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Sheffield,,"0","1796","1795",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Williamstown,,"0","1804","1797",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Lanesboro,,"0","1804","1801",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Lenox,,"0","1804","1800",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Great Barrington,,"0","1804","1797",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Lee,,"0","1804","1804",,"1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Sandifield,,"0","1804","1806","1804","1800",Berkshire,"250","0030","3","30",BERKSHIRE,Massachusetts,"3","30",25003.00000000000,G2500030,"2500030","250","0030",192.00000000000,1847538.20614999998,768849.53082200000
,Windsor,,"0","1796","1794",,"1800",Bertie,"370","0150","47","150",BERTIE,North Carolina,"47","150",37015.00000000000,G3700150,"3700150","370","0150",80.00000000000,1686514.26872000005,8713.55691091000
,Elizabethtown,,"0","1796","1793",,"1800",Bladen,"370","0170","47","170",BLADEN,North Carolina,"47","170",37017.00000000000,G3700170,"3700170","370","0170",316.00000000000,1574178.46916999994,-188189.35908200001
,Belfort,,"0","1796","2000","1796","1800",Bladen,"370","0170","47","170",BLADEN,North Carolina,"47","170",37017.00000000000,G3700170,"3700170","370","0170",316.00000000000,1574178.46916999994,-188189.35908200001
,Springfield,,"0","1796","2000","1796","1800",Bladen,"370","0170","47","170",BLADEN,North Carolina,"47","170",37017.00000000000,G3700170,"3700170","370","0170",316.00000000000,1574178.46916999994,-188189.35908200001
,Marysville,,"0","1804","1800",,"1800",Blount,"470","0090","54","90",BLOUNT,Tennessee,"54","90",47009.00000000000,G4700090,"4700090","470","0090",425.00000000000,1077328.68755999999,-130502.44392600001
,Fincastle,,"0","1796","1792",,"1800",Botetourt,"510","0230","40","230",BOTETOURT,Virginia,"40","230",51023.00000000000,G5100230,"5100230","510","0230",296.00000000000,1395441.25361000001,124530.99666000000
,Callaghan,,"0","1804","1804",,"1800",Botetourt,"510","0230","40","230",BOTETOURT,Virginia,"40","230",51023.00000000000,G5100230,"5100230","510","0230",296.00000000000,1395441.25361000001,124530.99666000000
,Bourbonton,,"0","1796","1795",,"1800",Bourbon,"210","0170","51","170",BOURBON,Kentucky,"51","170",21017.00000000000,G2100170,"2100170","210","0170",34.00000000000,1020231.62606000004,143006.95906100000
,Augusta,,"0","1804","1801",,"1800",Bracken,"210","0230","51","230",BRACKEN,Kentucky,"51","230",21023.00000000000,G2100230,"2100230","210","0230",35.00000000000,1023551.03784999996,196181.92887500001
,Hardinsburg,,"0","1804","1803",,"1800",Breckinridge,"210","0270","51","270",BRECKINRIDGE,Kentucky,"51","270",21027.00000000000,G2100270,"2100270","210","0270",36.00000000000,828770.95059699996,77624.10891430000
,New Bedford,,"1","1796","1792",,"1800",Bristol,"250","0050","3","50",BRISTOL,Massachusetts,"3","50",25005.00000000000,G2500050,"2500050","250","0050",193.00000000000,2028971.56334999995,749369.05316899996
,Taunton,,"0","1796","1792",,"1800",Bristol,"250","0050","3","50",BRISTOL,Massachusetts,"3","50",25005.00000000000,G2500050,"2500050","250","0050",193.00000000000,2028971.56334999995,749369.05316899996
,Dighton,,"0","1796","2000","1796","1800",Bristol,"250","0050","3","50",BRISTOL,Massachusetts,"3","50",25005.00000000000,G2500050,"2500050","250","0050",193.00000000000,2028971.56334999995,749369.05316899996
,Somerset,,"0","1796","2000","1796","1800",Bristol,"250","0050","3","50",BRISTOL,Massachusetts,"3","50",25005.00000000000,G2500050,"2500050","250","0050",193.00000000000,2028971.56334999995,749369.05316899996
,Mansfield,,"0","1804","1805","1804","1800",Bristol,"250","0050","3","50",BRISTOL,Massachusetts,"3","50",25005.00000000000,G2500050,"2500050","250","0050",193.00000000000,2028971.56334999995,749369.05316899996
,Norton,,"0","1804","1803",,"1800",Bristol,"250","0050","3","50",BRISTOL,Massachusetts,"3","50",25005.00000000000,G2500050,"2500050","250","0050",193.00000000000,2028971.56334999995,749369.05316899996
"1789",Bristol,,"1","1796","1776",,"1800",Bristol,"440","0010","5","10",BRISTOL,Rhode Island,"5","10",44001.00000000000,G4400010,"4400010","440","0010",331.00000000000,2018649.61061999993,736322.89026500005
,Warren,,"0","1796","1792",,"1800",Bristol,"440","0010","5","10",BRISTOL,Rhode Island,"5","10",44001.00000000000,G4400010,"4400010","440","0010",331.00000000000,2018649.61061999993,736322.89026500005
,Wellsburg,,"0","1804","1800",,"1800",Brooke,"510","0237","40","245",BROOKE,Virginia,"40","245",54009.00000000000,G5100237,"5100237","510","0237",132.00000000000,1292418.12375000003,429515.90450200002
,Belvidere,,"0","1796","2000","1796","1800",Brunswick,"370","0190","47","190",BRUNSWICK,North Carolina,"47","190",37019.00000000000,G3700190,"3700190","370","0190",81.00000000000,1604823.98733999999,-229486.08113800001
,Brunswick,,"0","1804","2000","1804","1800",Brunswick,"370","0190","47","190",BRUNSWICK,North Carolina,"47","190",37019.00000000000,G3700190,"3700190","370","0190",81.00000000000,1604823.98733999999,-229486.08113800001
,Post Office,,"0","1804","2000","1804","1800",Brunswick,"370","0190","47","190",BRUNSWICK,North Carolina,"47","190",37019.00000000000,G3700190,"3700190","370","0190",81.00000000000,1604823.98733999999,-229486.08113800001
,Harris,,"0","1796","2000","1796","1800",Brunswick,"510","0250","40","250",BRUNSWICK,Virginia,"40","250",51025.00000000000,G5100250,"5100250","510","0250",320.00000000000,1594625.53802000009,70263.09362860002
,Edmunds,,"0","1804","2000","1804","1800",Brunswick,"510","0250","40","250",BRUNSWICK,Virginia,"40","250",51025.00000000000,G5100250,"5100250","510","0250",320.00000000000,1594625.53802000009,70263.09362860002
,Harris,,"0","1804","2000","1804","1800",Brunswick,"510","0250","40","250",BRUNSWICK,Virginia,"40","250",51025.00000000000,G5100250,"5100250","510","0250",320.00000000000,1594625.53802000009,70263.09362860002
,Hardwick,,"0","1796","2000","1796","1800",Bryan,"130","0290","44","290",BRYAN,Georgia,"44","290",13029.00000000000,G1300290,"1300290","130","0290",11.00000000000,1366084.39914999995,-510247.31131600001
,Buckingham,,"0","1804","1800",,"1800",Buckingham,"510","0290","40","290",BUCKINGHAM,Virginia,"40","290",51029.00000000000,G5100290,"5100290","510","0290",133.00000000000,1515880.09706999990,144385.31774299999
,Bedminster,,"0","1796","2000","1796","1800",Bucks,"420","0170","14","170",BUCKS,Pennsylvania,"14","170",42017.00000000000,G4200170,"4200170","420","0170",373.00000000000,1745467.56031000009,510705.40250700002
